req_id,device_id,arrival_ms,deadline_ms
req-108880,edge-3,258357.49,502.12
req-108882,edge-4,258357.20,507.31
req-108884,edge-0,258374.42,485.57
req-108886,edge-1,258371.16,509.78
req-108888,edge-2,258366.76,509.22
req-108890,edge-3,258373.18,505.49
req-108892,edge-4,258372.08,495.77
req-108894,edge-9,258378.97,510.60
req-108896,edge-0,258387.22,505.13
req-108898,edge-3,258392.90,489.95
req-108900,edge-5,258393.80,512.77
req-108902,edge-0,258410.50,501.67
req-108904,edge-1,258404.54,489.60
req-108906,edge-3,258406.33,508.41
req-108908,edge-0,258421.03,512.84
req-108910,edge-2,258437.43,486.57
req-108912,edge-3,258436.81,513.16
req-108914,edge-4,258421.79,487.93
req-108916,edge-5,258430.56,511.81
req-108918,edge-6,258426.54,507.99
req-108920,edge-1,258445.40,510.58
req-108922,edge-2,258458.66,498.01
req-108924,edge-3,258449.23,502.88
req-108926,edge-5,258446.56,485.47
req-108928,edge-9,258459.94,514.05
req-108930,edge-0,258474.85,503.44
req-108932,edge-3,258476.71,502.30
req-108934,edge-5,258477.65,499.94
req-108936,edge-7,258469.58,499.65
req-108938,edge-8,258476.34,510.80
req-108940,edge-0,258485.86,511.98
req-108942,edge-2,258492.93,487.03
req-108944,edge-3,258487.58,509.30
req-108946,edge-4,258495.79,506.19
req-108948,edge-8,258489.81,513.55
req-108950,edge-9,258485.85,492.25
req-108952,edge-0,258502.12,506.49
req-108954,edge-1,258516.39,507.01
req-108956,edge-3,258506.90,494.13
req-108958,edge-4,258514.54,489.83
req-108960,edge-8,258518.56,487.57
req-108962,edge-1,258538.59,511.61
req-108964,edge-2,258520.51,504.83
req-108966,edge-5,258528.69,513.67
req-108968,edge-8,258529.03,487.64
req-108970,edge-1,258544.30,506.55
req-108972,edge-3,258548.19,499.74
req-108974,edge-5,258547.45,495.91
req-108976,edge-6,258549.40,510.01
req-108978,edge-0,258575.74,499.26
req-108980,edge-3,258576.82,495.34
req-108982,edge-8,258575.76,513.22
req-108984,edge-0,258588.31,512.16
req-108986,edge-1,258590.07,500.90
req-108988,edge-3,258580.46,511.28
req-108990,edge-6,258587.40,504.98
req-108992,edge-0,258609.81,509.59
req-108994,edge-1,258614.15,506.52
req-108996,edge-2,258606.23,493.69
req-108998,edge-3,258607.83,507.31
req-109000,edge-4,258610.59,508.75
req-109002,edge-6,258609.73,507.91
req-109004,edge-0,258636.59,497.44
req-109006,edge-1,258626.37,504.78
req-109008,edge-3,258620.92,491.58
req-109010,edge-4,258635.01,490.75
req-109012,edge-5,258635.05,504.04
req-109014,edge-6,258631.90,485.49
req-109016,edge-0,258656.32,511.52
req-109018,edge-1,258653.13,508.53
req-109020,edge-3,258643.91,511.22
req-109022,edge-5,258646.89,507.03
req-109024,edge-6,258642.51,491.47
req-109026,edge-7,258651.72,507.74
req-109028,edge-8,258659.54,502.30
req-109030,edge-0,258667.85,486.25
req-109032,edge-1,258668.65,514.59
req-109034,edge-3,258663.04,493.27
req-109036,edge-4,258662.85,512.41
req-109038,edge-6,258667.03,498.48
req-109040,edge-7,258669.69,495.09
req-109042,edge-0,258690.76,494.60
req-109044,edge-1,258689.61,506.07
req-109046,edge-2,258693.25,490.91
req-109048,edge-3,258689.43,489.83
req-109050,edge-5,258692.48,514.04
req-109052,edge-6,258688.82,513.45
req-109054,edge-0,258711.72,500.57
req-109056,edge-3,258703.37,488.37
req-109058,edge-8,258705.52,514.29
req-109060,edge-0,258731.40,502.16
req-109062,edge-1,258728.73,514.01
req-109064,edge-2,258731.41,513.27
req-109066,edge-4,258727.95,489.97
req-109068,edge-6,258722.26,492.54
req-109070,edge-2,258745.13,487.81
req-109072,edge-4,258754.70,499.27
req-109074,edge-5,258750.18,493.53
req-109076,edge-6,258743.79,514.56
req-109078,edge-8,258744.20,487.89
req-109080,edge-9,258752.09,499.63
req-109082,edge-0,258771.25,496.78
req-109084,edge-1,258760.70,513.42
req-109086,edge-2,258768.32,488.36
req-109088,edge-4,258763.34,488.19
req-109090,edge-0,258788.32,500.85
req-109092,edge-1,258785.01,506.39
req-109094,edge-2,258791.48,486.24
req-109096,edge-0,258809.43,500.21
req-109098,edge-2,258818.65,491.46
req-109100,edge-3,258818.93,513.31
req-109102,edge-9,258802.66,501.70
req-109104,edge-0,258839.06,502.44
req-109106,edge-1,258834.15,495.57
req-109108,edge-2,258838.51,494.08
req-109110,edge-4,258835.36,494.96
req-109112,edge-6,258839.11,490.41
req-109114,edge-4,258855.56,488.57
req-109116,edge-5,258859.84,498.80
req-109118,edge-8,258858.58,485.58
req-109120,edge-9,258847.69,493.45
req-109122,edge-0,258878.78,504.18
req-109124,edge-1,258878.26,485.57
req-109126,edge-2,258872.70,494.36
req-109128,edge-3,258871.58,495.71
req-109130,edge-4,258878.69,511.20
req-109132,edge-5,258874.99,507.39
req-109134,edge-0,258897.82,505.47
req-109136,edge-1,258894.08,509.46
req-109138,edge-2,258890.43,492.01
req-109140,edge-4,258899.73,513.35
req-109142,edge-6,258890.15,488.07
req-109144,edge-0,258908.71,487.73
req-109146,edge-2,258918.66,508.24
req-109148,edge-3,258901.55,494.39
req-109150,edge-4,258907.27,506.44
req-109152,edge-6,258902.25,485.44
req-109154,edge-7,258904.50,514.04
req-109156,edge-1,258924.69,509.39
req-109158,edge-2,258933.03,506.56
req-109160,edge-3,258922.60,491.75
req-109162,edge-4,258926.73,487.54
req-109164,edge-5,258932.34,510.59
req-109166,edge-2,258958.34,485.55
req-109168,edge-3,258945.88,497.92
req-109170,edge-4,258940.31,504.56
req-109172,edge-1,258972.40,492.02
req-109174,edge-3,258973.03,498.31
req-109176,edge-6,258960.30,505.31
req-109178,edge-0,258987.17,508.19
req-109180,edge-1,258987.17,505.26
req-109182,edge-2,258991.97,490.19
req-109184,edge-4,258990.59,493.40
req-109186,edge-8,258992.33,507.58
req-109188,edge-0,259000.00,495.23
req-109190,edge-1,259014.98,500.82
req-109192,edge-2,259010.29,506.64
req-109194,edge-3,259011.43,505.33
req-109196,edge-6,259001.20,492.85
req-109198,edge-8,259015.80,513.01
req-109200,edge-9,259019.59,511.75
req-109202,edge-1,259024.65,498.12
req-109204,edge-2,259021.82,486.24
req-109206,edge-3,259036.46,489.41
req-109208,edge-1,259054.96,486.87
req-109210,edge-2,259044.09,501.67
req-109212,edge-3,259049.85,502.18
req-109214,edge-6,259040.12,485.05
req-109216,edge-0,259064.06,500.20
req-109218,edge-1,259067.65,502.13
req-109220,edge-7,259072.28,501.64
req-109222,edge-0,259088.22,494.57
req-109224,edge-2,259093.07,509.87
req-109226,edge-8,259090.56,495.10
req-109228,edge-0,259101.95,501.91
req-109230,edge-2,259110.65,492.37
req-109232,edge-3,259109.62,496.70
req-109234,edge-4,259112.09,507.10
req-109236,edge-0,259129.91,491.52
req-109238,edge-1,259137.00,495.85
req-109240,edge-2,259130.49,495.29
req-109242,edge-3,259133.35,514.30
req-109244,edge-5,259138.33,501.65
req-109246,edge-0,259154.16,491.82
req-109248,edge-2,259143.53,491.44
req-109250,edge-3,259140.55,498.09
req-109252,edge-4,259154.00,504.70
req-109254,edge-6,259150.16,500.21
req-109256,edge-0,259169.68,498.11
req-109258,edge-1,259166.47,513.84
req-109260,edge-3,259176.47,501.08
req-109262,edge-4,259160.63,513.52
req-109264,edge-5,259177.89,493.50
req-109266,edge-7,259169.11,490.51
req-109268,edge-9,259169.66,500.10
req-109270,edge-5,259182.38,501.14
req-109272,edge-8,259188.88,499.50
req-109274,edge-0,259210.57,502.12
req-109276,edge-1,259213.54,501.96
req-109278,edge-2,259217.17,512.13
req-109280,edge-3,259208.96,502.32
req-109282,edge-5,259217.52,514.99
req-109284,edge-9,259214.55,514.57
req-109286,edge-1,259226.74,492.37
req-109288,edge-3,259239.21,489.40
req-109290,edge-5,259236.22,500.14
req-109292,edge-7,259236.41,502.75
req-109294,edge-1,259246.68,503.67
req-109296,edge-6,259249.53,490.12
req-109298,edge-9,259244.06,488.59
req-109300,edge-0,259262.19,503.47
req-109302,edge-2,259261.17,513.84
req-109304,edge-3,259272.73,504.91
req-109306,edge-6,259267.79,508.09
req-109308,edge-7,259273.56,490.49
req-109310,edge-0,259294.01,499.05
req-109312,edge-1,259286.86,494.52
req-109314,edge-2,259299.62,513.65
req-109316,edge-3,259288.31,492.51
req-109318,edge-5,259282.03,509.74
req-109320,edge-8,259280.21,501.34
req-109322,edge-0,259318.32,497.32
req-109324,edge-2,259319.97,489.21
req-109326,edge-0,259329.59,501.62
req-109328,edge-1,259331.25,498.75
req-109330,edge-2,259335.17,486.59
req-109332,edge-3,259338.59,486.12
req-109334,edge-8,259335.90,495.56
req-109336,edge-0,259358.03,509.48
req-109338,edge-2,259341.94,507.03
req-109340,edge-3,259350.06,499.91
req-109342,edge-4,259353.66,507.82
req-109344,edge-0,259373.45,506.18
req-109346,edge-1,259360.93,496.74
req-109348,edge-2,259366.65,486.88
req-109350,edge-3,259362.07,491.95
req-109352,edge-9,259372.28,494.41
req-109354,edge-0,259386.60,501.05
req-109356,edge-5,259382.84,491.22
req-109358,edge-6,259398.41,494.67
req-109360,edge-7,259396.48,510.57
req-109362,edge-2,259409.62,500.38
req-109364,edge-3,259407.86,505.13
req-109366,edge-4,259404.00,512.16
req-109368,edge-1,259423.87,488.83
req-109370,edge-6,259438.74,506.78
req-109372,edge-9,259436.90,489.99
req-109374,edge-1,259452.72,486.22
req-109376,edge-5,259442.21,513.04
req-109378,edge-0,259478.74,510.44
req-109380,edge-1,259463.25,507.10
req-109382,edge-3,259474.38,499.96
req-109384,edge-8,259474.59,503.46
req-109386,edge-0,259497.21,513.92
req-109388,edge-5,259491.30,489.29
req-109390,edge-4,259512.01,514.62
req-109392,edge-6,259508.02,491.24
req-109394,edge-0,259524.39,511.86
req-109396,edge-1,259523.56,503.64
req-109398,edge-2,259533.01,492.09
req-109400,edge-3,259539.12,495.03
req-109402,edge-8,259523.71,486.75
req-109404,edge-0,259551.65,505.47
req-109406,edge-1,259558.58,509.29
req-109408,edge-7,259542.89,505.29
req-109410,edge-9,259554.04,496.55
req-109412,edge-0,259577.71,509.30
req-109414,edge-2,259569.12,503.68
req-109416,edge-5,259571.89,515.00
req-109418,edge-6,259577.87,488.17
req-109420,edge-7,259576.05,500.64
req-109422,edge-8,259563.96,507.16
req-109424,edge-1,259591.61,512.99
req-109426,edge-3,259599.14,513.80
req-109428,edge-4,259586.33,488.82
req-109430,edge-6,259585.05,490.04
req-109432,edge-8,259596.14,499.94
req-109434,edge-1,259610.68,503.98
req-109436,edge-2,259604.00,502.80
req-109438,edge-3,259601.10,500.67
req-109440,edge-4,259618.43,509.20
req-109442,edge-5,259602.78,496.70
req-109444,edge-2,259636.61,485.04
req-109446,edge-3,259621.25,495.36
req-109448,edge-4,259627.43,512.91
req-109450,edge-6,259635.26,504.48
req-109452,edge-0,259652.21,491.59
req-109454,edge-2,259640.43,485.92
req-109456,edge-3,259640.08,506.66
req-109458,edge-4,259650.92,506.51
req-109460,edge-0,259671.79,490.71
req-109462,edge-1,259675.02,510.60
req-109464,edge-2,259666.12,496.23
req-109466,edge-5,259660.04,503.54
req-109468,edge-0,259697.49,503.24
req-109470,edge-5,259694.31,512.14
req-109472,edge-6,259683.77,488.88
req-109474,edge-0,259708.19,495.73
req-109476,edge-1,259708.08,501.48
req-109478,edge-4,259710.28,492.17
req-109480,edge-5,259706.59,486.58
req-109482,edge-0,259729.71,505.98
req-109484,edge-1,259739.64,508.88
req-109486,edge-2,259722.88,511.32
req-109488,edge-3,259728.45,511.50
req-109490,edge-4,259736.89,492.69
req-109492,edge-6,259726.23,514.46
req-109494,edge-7,259726.13,513.65
req-109496,edge-1,259753.35,490.46
req-109498,edge-2,259749.26,495.73
req-109500,edge-3,259759.78,497.13
req-109502,edge-5,259744.86,489.43
req-109504,edge-0,259776.15,502.74
req-109506,edge-1,259774.93,491.75
req-109508,edge-2,259761.33,491.49
req-109510,edge-3,259760.48,508.02
req-109512,edge-4,259768.16,492.93
req-109514,edge-7,259779.70,488.12
req-109516,edge-0,259798.52,512.98
req-109518,edge-3,259786.95,513.60
req-109520,edge-6,259796.50,495.56
req-109522,edge-3,259801.87,508.97
req-109524,edge-4,259818.80,488.56
req-109526,edge-5,259812.48,497.14
req-109528,edge-1,259828.16,508.73
req-109530,edge-2,259825.96,488.34
req-109532,edge-3,259829.44,490.86
req-109534,edge-4,259827.27,501.46
req-109536,edge-5,259820.32,508.36
req-109538,edge-6,259839.61,503.58
req-109540,edge-8,259825.34,512.89
req-109542,edge-0,259850.23,507.90
req-109544,edge-2,259841.80,490.41
req-109546,edge-8,259840.33,487.03
req-109548,edge-1,259879.03,494.64
req-109550,edge-4,259876.05,511.44
req-109552,edge-7,259869.17,501.69
req-109554,edge-1,259886.54,511.63
req-109556,edge-2,259887.47,498.39
req-109558,edge-5,259884.35,494.59
req-109560,edge-0,259914.88,497.17
req-109562,edge-1,259918.69,512.01
req-109564,edge-2,259901.55,506.94
req-109566,edge-3,259915.26,506.92
req-109568,edge-8,259912.01,491.17
req-109570,edge-1,259928.66,492.88
req-109572,edge-3,259925.61,495.13
req-109574,edge-4,259923.43,506.79
req-109576,edge-6,259937.89,511.82
req-109578,edge-8,259927.63,488.00
req-109580,edge-0,259946.15,505.31
req-109582,edge-1,259944.54,498.10
req-109584,edge-2,259944.22,498.80
req-109586,edge-4,259957.40,503.88
req-109588,edge-9,259949.64,497.78
req-109590,edge-1,259970.34,508.09
req-109592,edge-6,259975.47,510.51
req-109594,edge-9,259965.77,488.36
req-109596,edge-1,259998.59,507.90
req-109598,edge-3,259989.09,498.36
req-109600,edge-9,259989.39,507.01
req-109602,edge-1,260003.69,513.87
req-109604,edge-3,260016.58,494.09
req-109606,edge-4,260019.01,512.06
req-109608,edge-6,260009.82,502.66
req-109610,edge-8,260015.37,512.23
req-109612,edge-0,260020.43,512.42
req-109614,edge-2,260021.07,489.08
req-109616,edge-3,260035.59,502.80
req-109618,edge-5,260033.13,493.05
req-109620,edge-6,260035.66,512.62
req-109622,edge-7,260027.41,507.02
req-109624,edge-8,260029.28,496.41
req-109626,edge-1,260059.27,487.85
req-109628,edge-2,260048.81,513.16
req-109630,edge-3,260042.79,492.12
req-109632,edge-5,260051.89,502.44
req-109634,edge-7,260051.63,490.65
req-109636,edge-0,260075.75,510.86
req-109638,edge-2,260062.43,502.23
req-109640,edge-3,260071.11,500.25
req-109642,edge-4,260064.39,502.19
req-109644,edge-6,260067.33,486.27
req-109646,edge-3,260097.95,510.99
req-109648,edge-5,260096.20,502.95
req-109650,edge-7,260090.37,492.04
req-109652,edge-0,260113.63,490.98
req-109654,edge-1,260114.20,512.16
req-109656,edge-2,260106.09,508.27
req-109658,edge-3,260107.82,494.13
req-109660,edge-4,260100.25,502.07
req-109662,edge-5,260104.24,498.63
req-109664,edge-9,260113.20,509.08
req-109666,edge-1,260124.20,494.04
req-109668,edge-2,260121.35,508.81
req-109670,edge-1,260157.32,494.26
req-109672,edge-3,260151.72,502.63
req-109674,edge-0,260169.15,497.44
req-109676,edge-2,260170.96,505.19
req-109678,edge-8,260178.29,500.81
req-109680,edge-9,260179.77,510.59
req-109682,edge-0,260180.32,493.17
req-109684,edge-1,260197.66,485.32
req-109686,edge-2,260199.63,497.28
req-109688,edge-3,260181.00,506.81
req-109690,edge-6,260182.56,501.16
req-109692,edge-0,260208.45,510.33
req-109694,edge-1,260217.49,491.52
req-109696,edge-0,260226.23,508.44
req-109698,edge-1,260220.99,509.72
req-109700,edge-2,260236.92,506.18
req-109702,edge-6,260221.21,500.27
req-109704,edge-0,260254.24,511.53
req-109706,edge-1,260240.14,501.48
req-109708,edge-3,260241.88,509.71
req-109710,edge-5,260257.52,497.50
req-109712,edge-6,260240.74,489.46
req-109714,edge-0,260270.75,501.13
req-109716,edge-1,260274.55,496.38
req-109718,edge-2,260262.33,486.82
req-109720,edge-3,260276.48,495.83
req-109722,edge-4,260261.69,486.65
req-109724,edge-3,260297.48,496.40
req-109726,edge-7,260280.33,496.46
req-109728,edge-1,260314.65,511.71
req-109730,edge-2,260305.72,498.45
req-109732,edge-3,260306.92,513.79
req-109734,edge-5,260302.17,498.32
req-109736,edge-6,260319.05,489.48
req-109738,edge-8,260304.98,489.04
req-109740,edge-1,260321.20,511.41
req-109742,edge-2,260339.59,491.46
req-109744,edge-6,260337.08,486.93
req-109746,edge-7,260321.88,503.23
req-109748,edge-8,260327.77,500.78
req-109750,edge-9,260333.73,512.22
req-109752,edge-2,260358.26,508.77
req-109754,edge-2,260374.52,498.34
req-109756,edge-3,260378.11,508.01
req-109758,edge-4,260360.56,497.85
req-109760,edge-7,260365.89,503.70
req-109762,edge-0,260399.63,506.23
req-109764,edge-2,260387.96,485.97
req-109766,edge-5,260381.87,514.24
req-109768,edge-0,260417.90,493.00
req-109770,edge-1,260402.67,509.17
req-109772,edge-5,260407.59,510.41
req-109774,edge-6,260404.48,510.13
req-109776,edge-2,260429.31,497.33
req-109778,edge-3,260424.50,505.04
req-109780,edge-5,260432.83,488.76
req-109782,edge-6,260422.15,509.38
req-109784,edge-7,260420.01,499.90
req-109786,edge-2,260454.57,491.65
req-109788,edge-0,260475.91,508.37
req-109790,edge-1,260462.08,501.29
req-109792,edge-2,260465.63,497.31
req-109794,edge-9,260462.23,489.80
req-109796,edge-2,260494.98,509.88
req-109798,edge-3,260493.20,496.60
req-109800,edge-6,260495.35,489.62
req-109802,edge-0,260509.91,487.41
req-109804,edge-1,260505.85,496.39
req-109806,edge-0,260522.32,493.72
req-109808,edge-3,260528.88,495.83
req-109810,edge-4,260520.44,493.66
req-109812,edge-6,260553.50,495.27
req-109814,edge-8,260546.37,496.04
req-109816,edge-5,260578.46,498.37
req-109818,edge-0,260582.70,508.15
req-109820,edge-2,260597.85,488.06
req-109822,edge-3,260584.02,491.86
req-109824,edge-8,260591.68,489.64
req-109826,edge-2,260609.61,496.16
req-109828,edge-3,260612.96,487.83
req-109830,edge-2,260637.67,506.21
req-109832,edge-3,260631.13,505.76
req-109834,edge-4,260632.09,500.02
req-109836,edge-7,260632.95,498.60
req-109838,edge-9,260628.49,490.98
req-109840,edge-1,260657.83,512.56
req-109842,edge-3,260640.42,511.86
req-109844,edge-7,260641.13,488.21
req-109846,edge-0,260661.80,505.88
req-109848,edge-1,260672.57,497.72
req-109850,edge-4,260676.89,489.33
req-109852,edge-6,260676.77,487.98
req-109854,edge-0,260687.61,491.35
req-109856,edge-1,260687.18,499.29
req-109858,edge-2,260690.16,495.52
req-109860,edge-3,260680.81,499.28
req-109862,edge-5,260683.19,486.11
req-109864,edge-0,260719.42,486.56
req-109866,edge-4,260714.64,505.74
req-109868,edge-0,260729.91,491.60
req-109870,edge-3,260735.98,503.61
req-109872,edge-0,260755.36,486.58
req-109874,edge-2,260752.47,504.56
req-109876,edge-3,260752.43,499.12
req-109878,edge-0,260776.99,494.53
req-109880,edge-2,260767.03,486.81
req-109882,edge-4,260768.04,495.27
req-109884,edge-6,260769.58,499.02
req-109886,edge-0,260790.56,491.15
req-109888,edge-1,260797.37,497.66
req-109890,edge-2,260790.46,500.42
req-109892,edge-3,260788.84,486.81
req-109894,edge-1,260818.27,509.57
req-109896,edge-2,260803.09,505.67
req-109898,edge-3,260803.97,498.39
req-109900,edge-0,260832.89,507.78
req-109902,edge-2,260832.08,508.10
req-109904,edge-3,260826.60,499.03
req-109906,edge-4,260835.14,489.88
req-109908,edge-6,260827.06,489.43
req-109910,edge-7,260824.32,499.83
req-109912,edge-0,260841.40,485.54
req-109914,edge-1,260844.31,507.96
req-109916,edge-5,260849.43,500.78
req-109918,edge-0,260878.88,486.80
req-109920,edge-1,260867.27,514.33
req-109922,edge-2,260870.37,489.55
req-109924,edge-3,260878.40,493.18
req-109926,edge-2,260886.93,496.51
req-109928,edge-3,260889.40,502.14
req-109930,edge-4,260891.28,504.31
req-109932,edge-8,260886.64,487.20
req-109934,edge-3,260912.98,486.38
req-109936,edge-0,260929.57,509.21
req-109938,edge-1,260935.44,507.16
req-109940,edge-2,260932.77,494.49
req-109942,edge-3,260926.62,489.77
req-109944,edge-4,260927.48,506.50
req-109946,edge-0,260941.97,503.05
req-109948,edge-1,260941.07,497.97
req-109950,edge-2,260942.90,500.20
req-109952,edge-3,260942.37,497.04
req-109954,edge-5,260948.67,486.98
req-109956,edge-8,260956.50,502.50
req-109958,edge-0,260968.25,511.26
req-109960,edge-3,260979.39,506.54
req-109962,edge-5,260960.74,510.85
req-109964,edge-6,260972.17,514.38
req-109966,edge-0,260982.53,500.86
req-109968,edge-1,260988.75,489.16
req-109970,edge-2,260999.87,491.18
req-109972,edge-8,260997.18,497.80
req-109974,edge-0,261012.22,498.74
req-109976,edge-1,261017.11,489.94
req-109978,edge-5,261008.09,501.54
req-109980,edge-0,261029.88,489.67
req-109982,edge-1,261028.78,493.89
req-109984,edge-2,261021.99,493.25
req-109986,edge-3,261038.02,491.20
req-109988,edge-4,261029.22,501.20
req-109990,edge-9,261031.43,494.65
req-109992,edge-0,261056.08,503.54
req-109994,edge-2,261052.03,507.45
req-109996,edge-3,261052.95,512.54
req-109998,edge-9,261040.48,512.95
req-110000,edge-0,261069.88,502.50
req-110002,edge-1,261066.28,506.26
req-110004,edge-3,261076.42,487.52
req-110006,edge-4,261074.65,491.65
req-110008,edge-6,261070.51,496.60
req-110010,edge-7,261063.45,496.97
req-110012,edge-2,261091.05,492.92
req-110014,edge-6,261082.92,485.43
req-110016,edge-0,261107.06,500.29
req-110018,edge-1,261117.44,500.88
req-110020,edge-2,261105.12,514.30
req-110022,edge-4,261103.19,503.17
req-110024,edge-8,261100.99,511.82
req-110026,edge-0,261126.74,502.63
req-110028,edge-1,261126.96,493.00
req-110030,edge-3,261129.85,498.39
req-110032,edge-7,261120.82,498.68
req-110034,edge-2,261159.51,489.17
req-110036,edge-3,261142.94,504.89
req-110038,edge-4,261145.72,507.73
req-110040,edge-6,261143.94,506.04
req-110042,edge-0,261165.15,503.27
req-110044,edge-3,261172.67,495.52
req-110046,edge-6,261170.94,506.29
req-110048,edge-1,261191.90,504.34
req-110050,edge-2,261197.56,506.99
req-110052,edge-3,261180.55,502.91
req-110054,edge-8,261198.40,488.76
req-110056,edge-0,261200.61,503.38
req-110058,edge-6,261211.34,504.93
req-110060,edge-9,261209.06,507.03
req-110062,edge-0,261225.00,486.15
req-110064,edge-1,261235.86,506.56
req-110066,edge-2,261224.16,490.91
req-110068,edge-4,261236.91,487.48
req-110070,edge-6,261236.07,502.82
req-110072,edge-1,261259.14,491.91
req-110074,edge-3,261252.66,505.51
req-110076,edge-0,261271.19,506.86
req-110078,edge-1,261261.13,490.88
req-110080,edge-2,261274.61,501.06
req-110082,edge-3,261260.29,485.10
req-110084,edge-4,261262.88,491.24
req-110086,edge-5,261273.07,509.01
req-110088,edge-0,261298.80,506.96
req-110090,edge-1,261287.13,510.39
req-110092,edge-2,261287.97,485.08
req-110094,edge-0,261319.11,508.21
req-110096,edge-1,261302.24,512.14
req-110098,edge-2,261312.13,512.12
req-110100,edge-4,261304.12,495.27
req-110102,edge-8,261311.53,502.69
req-110104,edge-0,261322.46,513.66
req-110106,edge-1,261329.96,500.75
req-110108,edge-3,261336.20,505.83
req-110110,edge-6,261328.05,491.28
req-110112,edge-0,261350.81,497.58
req-110114,edge-1,261345.29,495.99
req-110116,edge-3,261356.54,506.40
req-110118,edge-0,261371.05,513.85
req-110120,edge-1,261378.21,495.98
req-110122,edge-2,261366.04,492.39
req-110124,edge-3,261365.05,504.64
req-110126,edge-4,261367.98,506.70
req-110128,edge-0,261386.38,509.47
req-110130,edge-1,261384.56,498.50
req-110132,edge-6,261397.26,496.19
req-110134,edge-8,261393.90,488.66
req-110136,edge-9,261393.13,503.02
req-110138,edge-0,261409.66,496.93
req-110140,edge-1,261405.34,494.40
req-110142,edge-5,261411.63,514.46
req-110144,edge-6,261414.79,492.13
req-110146,edge-9,261403.68,498.64
req-110148,edge-0,261431.79,505.70
req-110150,edge-1,261433.96,507.39
req-110152,edge-6,261426.72,488.61
req-110154,edge-2,261456.41,514.35
req-110156,edge-3,261458.03,495.21
req-110158,edge-6,261443.77,497.66
req-110160,edge-0,261464.65,485.57
req-110162,edge-2,261471.16,500.74
req-110164,edge-3,261468.33,501.01
req-110166,edge-7,261479.58,485.79
req-110168,edge-8,261475.80,510.20
req-110170,edge-0,261487.54,486.98
req-110172,edge-1,261488.18,499.56
req-110174,edge-3,261493.71,497.76
req-110176,edge-4,261491.69,488.53
req-110178,edge-1,261513.28,485.25
req-110180,edge-2,261518.94,510.91
req-110182,edge-3,261508.40,493.21
req-110184,edge-4,261512.51,504.02
req-110186,edge-0,261533.62,495.21
req-110188,edge-1,261526.87,496.72
req-110190,edge-2,261535.74,485.19
req-110192,edge-3,261539.63,485.62
req-110194,edge-4,261530.75,492.74
req-110196,edge-5,261525.68,489.63
req-110198,edge-6,261523.48,491.40
req-110200,edge-2,261542.65,513.78
req-110202,edge-3,261545.42,514.44
req-110204,edge-4,261548.39,494.39
req-110206,edge-9,261542.93,514.99
req-110208,edge-0,261579.74,502.30
req-110210,edge-1,261571.01,502.71
req-110212,edge-5,261562.07,505.68
req-110214,edge-1,261587.04,498.34
req-110216,edge-3,261586.69,489.37
req-110218,edge-6,261594.26,486.36
req-110220,edge-7,261598.29,503.53
req-110222,edge-0,261616.58,494.61
req-110224,edge-2,261605.86,491.69
req-110226,edge-6,261611.07,493.16
req-110228,edge-8,261614.78,496.02
req-110230,edge-9,261613.36,514.50
req-110232,edge-0,261637.58,487.40
req-110234,edge-4,261631.49,510.39
req-110236,edge-8,261623.40,498.66
req-110238,edge-0,261648.35,494.29
req-110240,edge-1,261651.76,512.90
req-110242,edge-2,261645.36,507.25
req-110244,edge-3,261653.86,500.88
req-110246,edge-4,261644.22,498.56
req-110248,edge-6,261649.20,502.16
req-110250,edge-0,261663.82,489.00
req-110252,edge-2,261664.66,514.65
req-110254,edge-9,261665.89,511.57
req-110256,edge-0,261699.29,487.99
req-110258,edge-1,261696.82,494.71
req-110260,edge-3,261682.19,486.96
req-110262,edge-5,261683.37,490.12
req-110264,edge-6,261695.06,498.47
req-110266,edge-0,261705.80,487.06
req-110268,edge-2,261704.40,485.05
req-110270,edge-5,261712.28,501.41
req-110272,edge-6,261701.14,494.79
req-110274,edge-7,261709.32,503.57
req-110276,edge-8,261702.69,510.30
req-110278,edge-0,261734.88,503.84
req-110280,edge-1,261733.23,485.48
req-110282,edge-3,261737.07,501.23
req-110284,edge-6,261734.97,508.80
req-110286,edge-8,261737.13,508.43
req-110288,edge-9,261738.65,506.10
req-110290,edge-2,261743.58,496.83
req-110292,edge-2,261762.98,514.43
req-110294,edge-6,261776.03,492.18
req-110296,edge-7,261772.16,508.18
req-110298,edge-0,261782.40,490.36
req-110300,edge-2,261792.48,502.46
req-110302,edge-4,261783.38,509.95
req-110304,edge-6,261781.96,499.00
req-110306,edge-0,261800.36,505.45
req-110308,edge-1,261802.91,510.05
req-110310,edge-2,261817.63,486.72
req-110312,edge-6,261806.48,493.07
req-110314,edge-9,261819.96,510.68
req-110316,edge-0,261828.87,513.70
req-110318,edge-1,261833.75,512.43
req-110320,edge-2,261832.47,501.93
req-110322,edge-4,261835.13,505.54
req-110324,edge-5,261836.80,508.42
req-110326,edge-6,261838.40,513.59
req-110328,edge-9,261825.33,502.46
req-110330,edge-0,261840.83,496.02
req-110332,edge-3,261854.12,497.91
req-110334,edge-4,261846.15,501.17
req-110336,edge-8,261855.87,494.12
req-110338,edge-0,261869.66,494.15
req-110340,edge-1,261870.87,485.72
req-110342,edge-6,261865.05,503.94
req-110344,edge-0,261890.58,495.85
req-110346,edge-1,261890.57,503.16
req-110348,edge-2,261885.60,507.35
